"Sub-Sector","Super Region","Sector","Measure","Frequency","Region","Source","Indicator","Subject","Super Region","Value","Date Value","Period Value"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.950","1998-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.240","1998-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.250","1998-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.270","1998-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.590","1998-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.820","1998-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.910","1998-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.060","1998-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.000","1998-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.010","1998-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.120","1998-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.220","1998-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.460","1997-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.590","1997-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.750","1997-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.660","1997-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.940","1997-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.830","1997-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.090","1997-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.180","1997-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.390","1997-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.320","1997-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.060","1997-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.230","1997-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.310","1996-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.430","1996-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.680","1996-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.130","1996-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.310","1996-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.390","1996-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.510","1996-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.480","1996-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.620","1996-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.830","1996-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.660","1996-02-29","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.440","1996-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.820","1995-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.160","1995-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.480","1995-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.360","1995-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.470","1995-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.710","1995-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.750","1995-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.780","1995-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.260","1995-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.430","1995-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.190","1995-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.340","1995-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.140","1994-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.120","1994-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.160","1994-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.120","1994-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.680","1994-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.390","1994-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.370","1994-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.750","1994-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.460","1994-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.350","1994-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.880","1994-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.690","1994-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.190","1993-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.380","1993-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.360","1993-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.610","1993-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.920","1993-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.400","1993-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.780","1993-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.040","1993-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.160","1993-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.150","1993-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.400","1993-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.700","1993-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.930","1992-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.880","1992-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.220","1992-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.020","1992-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.100","1992-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.030","1992-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.830","1992-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.580","1992-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.620","1992-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.580","1992-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.550","1992-02-29","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.610","1992-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.890","1991-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.920","1991-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.870","1991-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.000","1991-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.200","1991-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.220","1991-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.050","1991-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.990","1991-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.120","1991-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.370","1991-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.440","1991-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.840","1991-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.860","1990-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.990","1990-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","11.080","1990-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","11.140","1990-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.960","1990-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.570","1990-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.710","1990-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.800","1990-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.870","1990-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","11.050","1990-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.920","1990-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.450","1990-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.240","1989-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.150","1989-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.870","1989-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.690","1989-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.540","1989-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.590","1989-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.600","1989-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.680","1989-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.600","1989-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.640","1989-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.410","1989-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.160","1989-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","EURO AREA(19 COUNTRIES)","OECD","LONG-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.090","1988-12-31","d"
