"Sub-Sector","Super Region","Sector","Measure","Frequency","Region","Source","Indicator","Subject","Super Region","Value","Date Value","Period Value"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.030","1994-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.810","1994-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.730","1994-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.520","1994-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.510","1994-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.010","1994-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.770","1994-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.430","1994-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.150","1994-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.260","1993-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.350","1993-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.240","1993-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.120","1993-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.140","1993-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.160","1993-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.210","1993-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.100","1993-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.090","1993-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.110","1993-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.120","1993-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.190","1993-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.480","1992-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.580","1992-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.260","1992-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.130","1992-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.310","1992-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.370","1992-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.860","1992-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","3.820","1992-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.000","1992-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.250","1992-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.070","1992-02-29","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.050","1992-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.470","1991-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","4.940","1991-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.330","1991-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.470","1991-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.650","1991-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.980","1991-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.070","1991-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.910","1991-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.060","1991-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.450","1991-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.520","1991-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.170","1991-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.820","1990-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.030","1990-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.060","1990-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.060","1990-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.970","1990-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.100","1990-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.230","1990-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.350","1990-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.420","1990-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.350","1990-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.220","1990-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.160","1990-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.320","1989-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.390","1989-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.600","1989-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.780","1989-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.640","1989-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.760","1989-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.200","1989-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.590","1989-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.940","1989-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.090","1989-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.510","1989-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.200","1989-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.250","1988-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.780","1988-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.360","1988-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.230","1988-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.350","1988-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.940","1988-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.510","1988-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.240","1988-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.920","1988-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.630","1988-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.600","1988-02-29","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.920","1988-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.660","1987-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.240","1987-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.020","1987-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.370","1987-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.750","1987-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.700","1987-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.940","1987-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.990","1987-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.520","1987-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.170","1987-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.100","1987-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.870","1987-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.040","1986-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.760","1986-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.690","1986-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.710","1986-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","5.920","1986-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.370","1986-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.730","1986-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.650","1986-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","6.600","1986-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.240","1986-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.690","1986-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.820","1986-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.800","1985-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.810","1985-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.880","1985-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.930","1985-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.810","1985-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.640","1985-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.440","1985-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","7.920","1985-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.490","1985-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.020","1985-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.690","1985-02-28","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.140","1985-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","8.600","1984-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.180","1984-11-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.380","1984-10-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","11.290","1984-09-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","11.470","1984-08-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","11.560","1984-07-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","11.340","1984-06-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","11.110","1984-05-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.410","1984-04-30","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","10.080","1984-03-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.540","1984-02-29","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.420","1984-01-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.690","1983-12-31","d"
"INTEREST RATES","GLOBAL DATA","FINANCIAL MARKET","PERCENT PER ANNUM","M","UNITED STATES","OECD","SHORT-TERM INTEREST RATES","TOTAL","GLOBAL DATA","9.360","1983-11-30","d"
